release_date,title,runtime,tagline,vote_average,vote_count,director
07-11-2006,The Dead Girl,85.0,One life ends. Seven others begin.,6.4,66,Karen Moncrieff
28-08-2012,The Hunt,115.0,The lie is spreading.,7.9,927,Thomas Vinterberg
18-11-1983,A Christmas Story,94.0,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",7.4,344,Bob Clark
09-09-2006,Bella,91.0,One person can change your life forever,6.7,37,Alejandro Monteverde
20-08-1982,Class of 1984,98.0,Class of 1984. Is this the future?,6.2,66,Mark L. Lester
08-11-2014,The Opposite Sex,96.0,"A battle of the sexes, winner takes all.",4.1,9,Jonathan Silverman
29-10-1999,Dreaming of Joseph Lees,92.0,,8.0,1,Eric Styles
24-09-2008,The Class,128.0,The dynamics of a multicultural class and its teacher will enlighten.,6.8,174,Laurent Cantet
12-06-1968,Rosemary's Baby,136.0,Pray for Rosemary's Baby,7.5,863,Roman Polanski
22-04-1962,The Man Who Shot Liberty Valance,123.0,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,7.4,265,John Ford
29-07-2009,Adam,99.0,A story about two strangers. One a little stranger than the other...,6.9,150,Max Mayer
18-01-2004,Maria Full of Grace,101.0,"Based on 10,000 true stories.",6.9,101,Joshua Marston
11-09-2010,Beginners,105.0,This is what love feels like.,6.8,347,Mike Mills
14-10-2005,Feast,95.0,,6.1,160,John Gulager
27-07-1978,Animal House,109.0,It was the Deltas against the rules... the rules lost!,7.0,418,John Landis
17-09-1964,Goldfinger,110.0,Everything he touches turns into excitement!,7.2,987,Guy Hamilton
19-09-2012,Antiviral,110.0,What If You Could Feel Like They Do ...,5.7,112,Brandon Cronenberg
20-12-1946,It's a Wonderful Life,130.0,It's a wonderful laugh! It's a wonderful love!,8.0,1076,Frank Capra
23-02-1996,Trainspotting,93.0,Choose life.,7.8,2655,Danny Boyle
18-08-2000,The Original Kings of Comedy,115.0,We Got Jokes,6.3,15,Spike Lee
20-10-2010,Paranormal Activity 2,91.0,In 2009 you demanded it. Nothing can prepare you for what's next.,5.7,722,Tod Williams
15-09-1998,Waking Ned,91.0,How far would you go to win a fortune!,7.4,54,Kirk Jones
09-10-2002,Bowling for Columbine,120.0,One nation under the gun.,7.3,453,Michael Moore
16-05-2014,Coming Home,111.0,,6.9,49,Zhang Yimou
31-10-1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,87.0,Someone is coming back to Elm Street!,5.7,361,Jack Sholder
13-12-1985,A Room with a View,117.0,,6.9,156,James Ivory
31-05-2013,The Purge,86.0,"One night a year, all crime is legal.",6.0,2428,James DeMonaco
29-03-2012,Sinister,110.0,"Once you see him, nothing can save you.",6.7,1573,Scott Derrickson
01-08-2002,Martin Lawrence Live: Runteldat,113.0,,5.0,1,Martin Lawrence
17-02-1958,Cat on a Hot Tin Roof,108.0,Just one pillow on her bed ... and just one desire in her heart!,7.6,165,Richard Brooks
01-05-1970,Beneath the Planet of the Apes,95.0,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,6.2,361,Ted Post
01-08-1997,Air Bud,98.0,He Sits. He Stays. He Shoots. He Scores.,5.3,106,Charles Martin Smith
08-07-2000,Pokémon: Spell of the Unknown,93.0,Pokémon: Spell of the Unknown,5.9,137,Michael Haigney
01-08-1986,Friday the 13th Part VI: Jason Lives,86.0,Kill or be killed!,5.7,216,Tom McLoughlin
02-10-1957,The Bridge on the River Kwai,161.0,It spans a whole new world of entertainment!,7.7,542,David Lean
27-04-1990,Spaced Invaders,100.0,,4.7,25,Patrick Read Johnson
09-04-1976,Family Plot,121.0,There’s no body in the family plot.,6.7,86,Alfred Hitchcock
15-06-1960,The Apartment,125.0,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",8.1,483,Billy Wilder
13-08-1993,Jason Goes to Hell: The Final Friday,87.0,Evil has finally found a home.,4.2,193,Adam Marcus
13-07-1966,Torn Curtain,128.0,It tears you apart with suspense!,6.4,120,Alfred Hitchcock
12-09-2005,Dave Chappelle's Block Party,100.0,,6.4,28,Michel Gondry
16-04-2015,Slow West,84.0,Wanted Dead or Dead,6.6,367,John Maclean
25-10-1985,Krush Groove,97.0,It's chillin'!,7.0,11,Michael Schultz
06-02-2009,Next Day Air,84.0,,5.3,36,Benny Boom
19-06-1960,Elmer Gantry,146.0,If there was a dollar to be made - Gantry would make it... If there was a soul to be saved - Gantry would save it...,7.3,41,Richard Brooks
01-12-1961,Judgment at Nuremberg,186.0,The event the world will never forget,7.6,155,Stanley Kramer
12-05-1999,Trippin',94.0,He's a legend in his own mind.,4.5,4,David Raynr
26-08-1948,Red River,133.0,Big as the men who faced this challenge! Bold as the women who loved them!,7.3,82,Howard Hawks
01-01-2006,Phat Girlz,99.0,,3.7,10,Nnegest Likk\u00e9
05-04-2013,Before Midnight,108.0,Everything's better with maturity.,7.4,568,Richard Linklater
20-11-1987,Teen Wolf Too,95.0,High school was easy. But college is a whole different ANIMAL.,3.8,46,Christopher Leitch
08-07-1988,Phantasm II,97.0,The ball is back!,6.3,94,Don Coscarelli
30-09-2004,Woman Thou Art Loosed,94.0,,5.0,3,Michael Schultz
01-01-2002,Real Women Have Curves,86.0,,5.8,19,Patricia Cardoso
08-09-2005,Water,115.0,,6.8,34,Deepa Mehta
14-05-1999,East Is East,97.0,"A comedy of families, a chip shop... and a very randy dog.",6.5,59,Damien O'Donnell
01-09-2000,Whipped,82.0,Never underestimate the power of a woman.,3.1,11,Peter M. Cohen
11-09-1996,Kama Sutra - A Tale of Love,117.0,,5.7,35,Mira Nair
22-01-2010,Please Give,90.0,,6.0,57,Nicole Holofcener
29-06-1971,Willy Wonka & the Chocolate Factory,100.0,It's Scrumdiddlyumptious!,7.4,798,Mel Stuart
01-05-1993,Warlock: The Armageddon,98.0,,5.2,38,Anthony Hickox
18-04-1997,8 Heads in a Duffel Bag,95.0,A mindless comedy.,5.4,39,Tom Schulman
13-09-1978,Days of Heaven,94.0,Your eyes... Your ears... Your senses... will be overwhelmed.,7.6,234,Terrence Malick
02-09-2001,Thirteen Conversations About One Thing,104.0,Ask yourself if you're really happy.,6.4,25,Jill Sprecher
30-01-1999,Jawbreaker,87.0,Suck it and see...,5.9,90,Darren Stein
09-08-1996,Basquiat,108.0,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",6.6,94,Julian Schnabel
17-05-2013,Frances Ha,86.0,,7.2,345,Noah Baumbach
18-08-2005,Tsotsi,94.0,In this world... Redemption comes just once.,6.9,94,Gavin Hood
16-10-1998,Happiness,139.0,Finding happiness can be a tragic comedy.,7.4,194,Todd Solondz
04-04-2003,DysFunktional Family,89.0,,6.1,4,George Gallo
19-09-2014,Tusk,102.0,Let me tell you a story...,5.1,366,Kevin Smith
01-01-2003,Oldboy,120.0,"15 years of imprisonment, five days of vengeance",8.0,1945,Park Chan-wook
09-04-2010,Letters to God,110.0,,6.5,37,David Nixon
06-05-2011,Hobo with a Shotgun,86.0,"Delivering justice, one shell at a time...",5.7,211,Jason Eisener
31-03-2016,Compadres,101.0,,5.2,17,Enrique Begn\u00e9
23-08-1996,Freeway,110.0,Her life is no fairy tale.,6.5,95,Matthew Bright
06-10-2006,Love's Abiding Joy,87.0,,5.8,12,Michael Landon Jr.
14-05-2009,Fish Tank,123.0,"Live, love and give as good as you get.",6.9,250,Andrea Arnold
06-04-2012,Damsels in Distress,99.0,"For these girls... it's not what you learn, it's whom you educate.",5.6,67,Whit Stillman
17-05-1998,Creature,176.0,Death from the depths,4.0,21,Stuart Gillard
06-08-2012,Bachelorette,87.0,Old habits party hard.,5.3,444,Leslye Headland
25-04-2004,Brave New Girl,120.0,,3.7,3,Bobby Roth
02-03-2012,Tim and Eric's Billion Dollar Movie,94.0,,5.2,34,Tim Heidecker
02-09-2004,Summer Storm,98.0,,6.7,59,Marco Kreuzpaintner
01-01-2014,Fort McCoy,0.0,,6.3,2,Michael Worth
01-10-2010,Chain Letter,96.0,"If you don't forward it, you die.",3.9,37,Deon Taylor
21-10-1999,Just Looking,97.0,A voyeuristic coming-of-age comedy.,5.8,5,Jason Alexander
13-03-2011,The Divide,112.0,The lucky ones died in the blast,5.7,197,Xavier Gens
24-04-2009,The Eclipse,88.0,If there is life after death - love lives on,6.1,15,Conor McPherson
12-02-2015,Demonic,83.0,Every House Has It's Secrets,4.9,148,Will Canon
04-03-2005,My Big Fat Independent Movie,80.0,The lowbrow comedy for the highbrow crowd.,3.0,5,Philip Zlotorynski
15-06-2010,The Deported,90.0,,0.0,0,Lance Kawas
14-09-2009,Tanner Hall,96.0,,5.4,32,Francesca Gregorini
12-04-2013,Open Road,85.0,,5.2,18,M\u00e1rcio Garcia
27-06-2014,They Came Together,84.0,He came...She came...They both came,5.3,171,David Wain
14-01-2013,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,80.0,Based on true events... that may not have happened,2.9,28,Craig Moss
13-09-2011,Never Back Down 2: The Beatdown,90.0,,5.8,136,Michael Jai White
30-08-1967,Point Blank,92.0,There are two kinds of people in his up-tight world: his victims and his women. And sometimes you can't tell them apart.,7.1,95,John Boorman
15-01-2009,Four Single Fathers,100.0,Comedy,0.0,0,Paolo Monico
11-03-2013,Enter the Dangerous Mind,88.0,,4.8,14,Youssef Delara
04-04-2014,Something Wicked,95.0,,4.6,16,Darin Scott
07-08-2015,AWOL-72,79.0,72 Hours On The Clock. Starting Now...,2.8,10,Christian Sesma
01-04-1988,Iguana,88.0,,6.0,1,Monte Hellman
10-10-2009,Chicago Overcoat,95.0,The glory days are back,6.1,5,Brian Caunter
13-03-2010,Barry Munday,95.0,A comedy that hits you right where it counts.,6.3,22,Chris D'Arienzo
16-01-1998,Central Station,113.0,He was looking for the father he never knew. She was looking for a second chance.,7.6,126,Walter Salles
18-12-1961,Pocketful of Miracles,136.0,You have to see it to believe it!,7.3,25,Frank Capra
11-12-2015,Close Range,80.0,Colton MacReady...is coming home.,4.9,54,Isaac Florentine
05-08-2005,Boynton Beach Club,105.0,,6.8,3,
14-08-2015,Amnesiac,90.0,What he can't remember is killing him.,4.1,52,Michael Polish
01-10-2010,Freakonomics,93.0,Things you always thought you knew but didn't,6.6,36,Heidi Ewing
18-06-2003,High Tension,91.0,Hearts will bleed.,6.6,271,Alexandre Aja
19-08-2011,Griff the Invisible,93.0,"He's a dreamer, stuck in the real world.",6.1,34,Leon Ford
16-10-2015,Unnatural,89.0,Some things were never meant to be.,4.3,12,Hank Braxtan
22-07-2005,Hustle & Flow,116.0,The music will inspire them. The dream will unite them. This summer get crunk.,6.9,99,Craig Brewer
18-03-1959,Some Like It Hot,122.0,The movie too HOT for words!,8.0,808,Billy Wilder
13-05-1988,Friday the 13th Part VII: The New Blood,88.0,"Jason is back, but this time someone's waiting!",5.3,192,John Carl Buechler
15-08-1939,The Wizard of Oz,102.0,"We're off to see the Wizard, the wonderful Wizard of Oz!",7.4,1642,Victor Fleming
15-12-1974,Young Frankenstein,106.0,The scariest comedy of all time!,7.7,854,Mel Brooks
08-09-2007,Diary of the Dead,95.0,Where will you be when the end begins?,5.4,190,George A. Romero
01-01-2006,Lage Raho Munna Bhai,144.0,They're back... and they're not alone!,7.6,44,Rajkumar Hirani
13-06-1997,Ulee's Gold,112.0,,6.5,19,Victor Nunez
17-10-1979,The Black Stallion,118.0,"From the moment he first saw the stallion, he knew it would either destroy him, or carry him where no one had ever been before…",7.0,59,Carroll Ballard
26-06-2015,Sardaarji,0.0,,9.5,2,Rohit Jugraj
26-09-2008,Journey to Saturn,90.0,,4.9,10,Kresten Vestbjerg Andersen
12-06-1963,Donovan's Reef,109.0,Gangway...For This Years BIG Adventure!,6.0,30,John Ford
21-03-1996,The Dress,103.0,,7.0,3,Alex van Warmerdam
01-03-1944,A Guy Named Joe,120.0,A GUY - A GAL - A PAL - It's Swell!,6.0,8,Victor Fleming
07-02-1974,Blazing Saddles,93.0,Never give a saga an even break!,7.2,609,Mel Brooks
13-04-1984,Friday the 13th: The Final Chapter,91.0,"Jason's Back, and this is the one you've been screaming for.",5.9,237,Joseph Zito
25-10-2013,Ida,80.0,,7.1,260,Pawe\u0142 Pawlikowski
18-09-1987,Maurice,134.0,,7.1,61,James Ivory
15-09-2006,Beer League,86.0,No Gut... No Glory.,5.3,22,Frank Sebastiano
09-07-2004,Riding Giants,105.0,,7.6,23,Stacy Peralta
20-09-2007,Timecrimes,92.0,A trip back in time from the present to...,7.0,308,Nacho Vigalondo
20-01-2009,Silver Medalist,99.0,,7.4,13,Ning Hao
07-12-2007,Timber Falls,97.0,,5.2,38,Tony Giglio
10-04-1952,Singin' in the Rain,103.0,What a Glorious Feeling!,7.8,727,Stanley Donen
16-04-2010,"Fat, Sick & Nearly Dead",97.0,"FAT, SICK & NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health.",7.1,47,Joe Cross
11-01-2013,A Haunted House,86.0,This $*%! ain't paranormal.,5.4,516,Michael Tiddes
13-07-2012,2016: Obama's America,87.0,"Love Him, Hate Him, You Don't Know Him",4.6,19,John Sullivan
04-10-1996,That Thing You Do!,108.0,In every life there comes a time when that dream you dream becomes that thing you do.,6.8,225,Tom Hanks
22-10-1982,Halloween III: Season of the Witch,98.0,...and now the earth will run with blood again!,5.0,229,Tommy Lee Wallace
20-05-1971,Escape from the Planet of the Apes,98.0,Meet baby Milo who has Washington terrified.,6.3,264,Don Taylor
29-05-1963,Hud,112.0,The man with the barbed-wire soul.,7.5,66,Martin Ritt
03-07-2013,Kevin Hart: Let Me Explain,74.0,Witness the rise of a legend,7.1,95,Leslie Small
17-10-1991,My Own Private Idaho,104.0,"It's not where you go, it's how you get there.",7.1,212,Gus Van Sant
28-07-2004,Garden State,102.0,,7.1,618,Zach Braff
27-01-1995,Before Sunrise,105.0,Can the greatest romance of your life last only one night?,7.7,959,Richard Linklater
03-10-2003,Evil Words,100.0,,6.9,8,\u00c9ric Tessier
05-09-1999,Jesus' Son,107.0,,6.7,22,Alison Maclean
12-09-2004,Saving Face,91.0,"A romantic comedy about right, wrong and everything in between.",6.8,32,Alice Wu
16-11-2007,Brick Lane,102.0,,5.2,15,Sarah Gavron
16-08-2012,Robot & Frank,85.0,Friendship doesn't have an off switch,6.8,450,Jake Schreier
07-03-2003,My Life Without Me,106.0,,7.2,77,Isabel Coixet
02-08-2013,The Spectacular Now,95.0,From the Writers of (500) Days of Summer,6.8,1048,James Ponsoldt
01-10-2008,Religulous,101.0,Heaven help us.,7.2,197,Larry Charles
14-11-2008,Fuel,90.0,,7.0,3,Joshua Tickell
24-04-2006,Valley of the Heart's Delight,100.0,The roar of the mob drowned out the truth.,7.0,1,Tim Boxell
24-08-2007,Eye of the Dolphin,100.0,She found her voice in the ocean... And within herself.,7.1,7,Michael D. Sellers
01-01-2010,8: The Mormon Proposition,80.0,Equality for some.,5.5,6,Reed Cowan
29-10-2008,The Other End of the Line,106.0,,6.1,50,James Dodson
03-02-2000,Anatomy,103.0,Some study. Some are studied.,6.1,61,Stefan Ruzowitzky
10-12-2008,Sleep Dealer,90.0,Crossing the border just got easier. Plug into the new American dream.,6.0,40,Alex Rivera
09-09-2010,Super,96.0,"Shut up, crime!",6.6,441,James Gunn
01-12-2010,Christmas Mail,89.0,,5.0,15,John Murlowski
03-07-2015,Stung,87.0,"Get inside, get away, just don't get stung",4.9,63,Benni Diez
02-09-2016,Antibirth,94.0,,4.8,40,Danny Perez
16-10-1996,Get on the Bus,120.0,"On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus.",7.0,11,Spike Lee
01-12-2006,Thr3e,101.0,,4.8,21,Robby Henson
01-09-2006,Idiocracy,84.0,"In the future, intelligence is extinct.",6.3,664,Mike Judge
29-08-2015,The Rise of the Krays,110.0,Brutal. Notorious. Legendary,4.5,19,Zackary Adler
12-09-2006,This Is England,101.0,"Run with the crowd, stand alone, you decide.",7.4,363,Shane Meadows
14-12-2012,U.F.O.,101.0,Try to remain calm,3.1,47,Dominic Burns
01-07-1944,Bathing Beauty,101.0,M.G.M's Mammoth Technicolor Musical Spectacle!,7.0,4,George Sidney
13-05-2011,Go for It!,105.0,,4.6,5,Carmen Marron
01-05-1998,"Dancer, Texas Pop. 81",97.0,in the middle of nowhere they had everything,10.0,1,Tim McCanlies
13-07-1951,Show Boat,107.0,It's NEW!,6.9,18,George Sidney
26-08-2011,Redemption Road,91.0,,4.7,6,Mario Van Peebles
05-08-2014,The Calling,108.0,Pray for the Prey,5.6,88,Jason Stone
09-07-1987,The Brave Little Toaster,90.0,Imagine if Your Toaster Went on a Journey of its Own!,6.7,93,Jerry Rees
13-11-1940,Fantasia,124.0,The most sensational sound you'll ever see!,7.2,808,David Hand
15-06-2014,8 Days,90.0,She never knew it could happen to her...,0.0,0,Jaco Booyens
13-08-1982,Friday the 13th Part III,95.0,There's nowhere to hide. We dare you to try.,5.7,254,Steve Miner
22-03-1985,Friday the 13th: A New Beginning,92.0,A New Beginning to the first step in terror.,5.1,196,Danny Steinmann
09-02-2007,The Last Sin Eater,117.0,,6.2,11,Michael Landon Jr.
20-03-2015,Do You Believe?,115.0,,6.6,48,Jon Gunn
13-06-2008,Impact Point,90.0,,5.7,5,Hayley Cloake
01-06-1945,The Valley of Decision,119.0,,5.8,4,Tay Garnett
22-10-2015,Eden,97.0,Survive at any cost.,5.6,19,Shyam Madiraju
22-04-2005,Chicken Tikka Masala,90.0,,3.5,5,Harmage Singh Kalirai
14-11-2014,There's Always Woodstock,90.0,Let your heart sing,5.4,12,Rita Merson
09-10-2007,Jack Brooks: Monster Slayer,85.0,...I used to be a plumber,5.7,59,Jon Knautz
25-12-1946,The Best Years of Our Lives,172.0,Three wonderful loves in the best picture of the year!,7.6,143,William Wyler
15-06-2001,Bully,113.0,It's 4 a.m... do you know where your kids are?,6.7,125,Larry Clark
16-03-2001,Elling,89.0,,7.0,51,Petter N\u00e6ss
16-10-2015,Mi America,126.0,,0.0,0,Robert Fontaine
10-04-2007,[REC],78.0,One witness. One camera,7.1,934,Jaume Balaguer\u00f3
03-10-2010,Lies in Plain Sight,88.0,,4.5,4,Patricia Cardoso
01-01-2015,Sharkskin,0.0,,0.0,0,
09-07-2015,Containment,77.0,No water. No power. No explanation. No escape.,5.1,36,Neil Mcenery-West
27-02-2015,The Timber,81.0,"Fortunes will be made, lives will be lost.",4.1,15,Anthony O'Brien
11-10-1963,From Russia with Love,115.0,The world's masters of murder pull out all the stops to destroy Agent 007!,6.9,760,Terence Young
24-02-1989,The Toxic Avenger Part II,96.0,,5.3,39,Lloyd Kaufman
17-12-1973,Sleeper,89.0,Woody Allen takes a nostalgic look at the future.,7.0,200,Woody Allen
04-02-2015,It Follows,100.0,"It doesn't think, it doesn't feel, it doesn't give up",6.6,1832,David Robert Mitchell
06-08-1972,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,88.0,,6.6,215,Woody Allen
25-12-1962,To Kill a Mockingbird,129.0,,8.0,657,Robert Mulligan
24-12-1981,Mad Max 2: The Road Warrior,95.0,"When all that's left is one last chance, pray that he's still out there ... somewhere!",7.3,957,George Miller
03-02-1994,The Legend of Drunken Master,102.0,He's got a secret weapon with a lot of kick.,7.2,242,Liu Chia-Liang
02-09-1999,Boys Don't Cry,118.0,A true story about finding the courage to be yourself.,7.2,353,Kimberly Peirce
21-01-2011,Silent House,85.0,"Experience 88 minutes of real fear, captured In real time",5.2,125,Chris Kentis
15-03-2006,The Lives of Others,137.0,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",7.9,958,Florian Henckel von Donnersmarck
30-09-2011,Courageous,129.0,Honor Begins at Home.,6.8,77,Alex Kendrick
25-09-1961,The Hustler,134.0,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,7.6,240,Robert Rossen
